question,category,label
집행유예의 요건가 성립하지 않는 경우도 있나요?,집행유예의 요건,1
집행유예의 요건가 성립하지 않는 경우도 있나요?,외국에서 집행된 형의 산입,0
집행유예의 요건가 성립하지 않는 경우도 있나요?,특수절도,0
집행유예의 요건에 대해 설명해 주세요.,집행유예의 요건,1
집행유예의 요건에 대해 설명해 주세요.,"폭행, 가혹행위",0
집행유예의 요건에 대해 설명해 주세요.,낙태,0
피해자가 원하지 않아도 집행유예의 실효로 처벌되나요?,집행유예의 실효,1
피해자가 원하지 않아도 집행유예의 실효로 처벌되나요?,시설제공이적,0
피해자가 원하지 않아도 집행유예의 실효로 처벌되나요?,여적,0
집행유예의 실효가 성립하지 않는 경우도 있나요?,집행유예의 실효,1
집행유예의 실효가 성립하지 않는 경우도 있나요?,특수주거침입,0
집행유예의 실효가 성립하지 않는 경우도 있나요?,음화제조 등,0
집행유예의 실효에 대한 처벌 수위는 어떻게 되나요?,집행유예의 실효,1
집행유예의 실효에 대한 처벌 수위는 어떻게 되나요?,사문서등의 위조ㆍ변조,0
집행유예의 실효에 대한 처벌 수위는 어떻게 되나요?,사문서의 부정행사,0
집행유예의 취소에 대한 처벌 수위는 어떻게 되나요?,집행유예의 취소,1
집행유예의 취소에 대한 처벌 수위는 어떻게 되나요?,친족간의 범행과 고소,0
집행유예의 취소에 대한 처벌 수위는 어떻게 되나요?,자격정지 또는 벌금의 병과,0
집행유예의 취소는 실수로 해도 처벌되나요?,집행유예의 취소,1
집행유예의 취소는 실수로 해도 처벌되나요?,법률상의 감경,0
집행유예의 취소는 실수로 해도 처벌되나요?,강도,0
집행유예의 취소에 대해 설명해 주세요.,집행유예의 취소,1
집행유예의 취소에 대해 설명해 주세요.,장례식등의 방해,0
집행유예의 취소에 대해 설명해 주세요.,친족간의 범행,0
집행유예의 효과에 해당하는 구체적인 예시가 있을까요?,집행유예의 효과,1
집행유예의 효과에 해당하는 구체적인 예시가 있을까요?,"유기, 존속유기",0
집행유예의 효과에 해당하는 구체적인 예시가 있을까요?,형의 실효,0
집행유예의 효과에 대해 설명해 주세요.,집행유예의 효과,1
집행유예의 효과에 대해 설명해 주세요.,"미성년자에 대한 간음, 추행",0
집행유예의 효과에 대해 설명해 주세요.,노역장 유치,0
집행유예의 효과가 적용되는 조건은 무엇인가요?,집행유예의 효과,1
집행유예의 효과가 적용되는 조건은 무엇인가요?,범인은닉과 친족간의 특례,0
집행유예의 효과가 적용되는 조건은 무엇인가요?,위조사문서등의 행사,0
사형가 적용되는 조건은 무엇인가요?,사형,1
사형가 적용되는 조건은 무엇인가요?,법률의 착오,0
사형가 적용되는 조건은 무엇인가요?,범인은닉과 친족간의 특례,0
피해자가 원하지 않아도 사형로 처벌되나요?,사형,1
피해자가 원하지 않아도 사형로 처벌되나요?,과실치사,0
피해자가 원하지 않아도 사형로 처벌되나요?,총칙의 적용,0
사형에 대해 설명해 주세요.,사형,1
사형에 대해 설명해 주세요.,허위공문서작성등,0
사형에 대해 설명해 주세요.,경합범,0
징역에 해당하는 구체적인 예시가 있을까요?,징역,1
징역에 해당하는 구체적인 예시가 있을까요?,공무원자격의 사칭,0
징역에 해당하는 구체적인 예시가 있을까요?,과실일수,0
징역가 적용되는 조건은 무엇인가요?,징역,1
징역가 적용되는 조건은 무엇인가요?,직무유기,0
징역가 적용되는 조건은 무엇인가요?,고의,0
징역에 대한 처벌 수위는 어떻게 되나요?,징역,1
징역에 대한 처벌 수위는 어떻게 되나요?,"아편흡식 등, 동장소제공",0
징역에 대한 처벌 수위는 어떻게 되나요?,외국사절에 대한 폭행 등,0
금고와 구류는 실수로 해도 처벌되나요?,금고와 구류,1
금고와 구류는 실수로 해도 처벌되나요?,특수주거침입,0
금고와 구류는 실수로 해도 처벌되나요?,동력,0
금고와 구류에 대한 처벌 수위는 어떻게 되나요?,금고와 구류,1
금고와 구류에 대한 처벌 수위는 어떻게 되나요?,석방일,0
금고와 구류에 대한 처벌 수위는 어떻게 되나요?,공무원자격의 사칭,0
피해자가 원하지 않아도 금고와 구류로 처벌되나요?,금고와 구류,1
피해자가 원하지 않아도 금고와 구류로 처벌되나요?,업무상위력 등에 의한 간음,0
피해자가 원하지 않아도 금고와 구류로 처벌되나요?,미수범의 처벌,0
벌금과 과료에 대해 설명해 주세요.,벌금과 과료,1
벌금과 과료에 대해 설명해 주세요.,"상해, 존속상해",0
벌금과 과료에 대해 설명해 주세요.,업무상비밀누설,0
벌금과 과료는 어떤 행위를 하면 성립하나요?,벌금과 과료,1
벌금과 과료는 어떤 행위를 하면 성립하나요?,구류,0
벌금과 과료는 어떤 행위를 하면 성립하나요?,자격모용에 의한 유가증권의 작성,0
벌금과 과료에 대한 처벌 수위는 어떻게 되나요?,벌금과 과료,1
벌금과 과료에 대한 처벌 수위는 어떻게 되나요?,"도주, 집합명령위반",0
벌금과 과료에 대한 처벌 수위는 어떻게 되나요?,공문서등의 위조ㆍ변조,0
노역장 유치는 어떤 행위를 하면 성립하나요?,노역장 유치,1
노역장 유치는 어떤 행위를 하면 성립하나요?,"국기, 국장의 비방",0
노역장 유치는 어떤 행위를 하면 성립하나요?,일반물건 방화,0
노역장 유치가 적용되는 조건은 무엇인가요?,노역장 유치,1
노역장 유치가 적용되는 조건은 무엇인가요?,중권리행사방해,0
노역장 유치가 적용되는 조건은 무엇인가요?,벌금,0
노역장 유치가 성립하지 않는 경우도 있나요?,노역장 유치,1
노역장 유치가 성립하지 않는 경우도 있나요?,"음모, 예비",0
노역장 유치가 성립하지 않는 경우도 있나요?,업무상위력 등에 의한 간음,0
유치일수의 공제는 실수로 해도 처벌되나요?,유치일수의 공제,1
유치일수의 공제는 실수로 해도 처벌되나요?,복표의 발매 등,0
유치일수의 공제는 실수로 해도 처벌되나요?,세관 공무원의 아편 등의 수입,0
유치일수의 공제는 어떤 행위를 하면 성립하나요?,유치일수의 공제,1
유치일수의 공제는 어떤 행위를 하면 성립하나요?,범죄단체 등의 조직,0
유치일수의 공제는 어떤 행위를 하면 성립하나요?,동력,0
유치일수의 공제가 적용되는 조건은 무엇인가요?,유치일수의 공제,1
유치일수의 공제가 적용되는 조건은 무엇인가요?,"촉탁, 승낙에 의한 살인 등",0
유치일수의 공제가 적용되는 조건은 무엇인가요?,실화,0
가석방의 요건는 어떤 행위를 하면 성립하나요?,가석방의 요건,1
가석방의 요건는 어떤 행위를 하면 성립하나요?,사형,0
가석방의 요건는 어떤 행위를 하면 성립하나요?,형의 집행과 시효기간의 초일,0
가석방의 요건에 대한 처벌 수위는 어떻게 되나요?,가석방의 요건,1
가석방의 요건에 대한 처벌 수위는 어떻게 되나요?,외환유치,0
가석방의 요건에 대한 처벌 수위는 어떻게 되나요?,경합범과 처벌례,0
가석방의 요건가 적용되는 조건은 무엇인가요?,가석방의 요건,1
가석방의 요건가 적용되는 조건은 무엇인가요?,"위증, 모해위증",0
가석방의 요건가 적용되는 조건은 무엇인가요?,준적국,0
판결선고 전 구금과 가석방에 해당하는 구체적인 예시가 있을까요?,판결선고 전 구금과 가석방,1
판결선고 전 구금과 가석방에 해당하는 구체적인 예시가 있을까요?,국외에 있는 내국선박 등에서 외국인이 범한 죄,0
판결선고 전 구금과 가석방에 해당하는 구체적인 예시가 있을까요?,자격모용에 의한 사문서의 작성,0
판결선고 전 구금과 가석방에 대해 설명해 주세요.,판결선고 전 구금과 가석방,1
판결선고 전 구금과 가석방에 대해 설명해 주세요.,낙태,0
판결선고 전 구금과 가석방에 대해 설명해 주세요.,"경매, 입찰의 방해",0
판결선고 전 구금과 가석방가 성립하지 않는 경우도 있나요?,판결선고 전 구금과 가석방,1
판결선고 전 구금과 가석방가 성립하지 않는 경우도 있나요?,징역,0
판결선고 전 구금과 가석방가 성립하지 않는 경우도 있나요?,과실일수,0
가석방의 실효에 해당하는 구체적인 예시가 있을까요?,가석방의 실효,1
가석방의 실효에 해당하는 구체적인 예시가 있을까요?,복표의 발매 등,0
가석방의 실효에 해당하는 구체적인 예시가 있을까요?,벌금과 과료,0
가석방의 실효에 대한 처벌 수위는 어떻게 되나요?,가석방의 실효,1
가석방의 실효에 대한 처벌 수위는 어떻게 되나요?,"국기, 국장의 모독",0
가석방의 실효에 대한 처벌 수위는 어떻게 되나요?,강간 등 상해ㆍ치상,0
가석방의 실효는 어떤 행위를 하면 성립하나요?,가석방의 실효,1
가석방의 실효는 어떤 행위를 하면 성립하나요?,직권남용,0
가석방의 실효는 어떤 행위를 하면 성립하나요?,특수손괴,0
가석방의 취소는 어떤 행위를 하면 성립하나요?,가석방의 취소,1
가석방의 취소는 어떤 행위를 하면 성립하나요?,"횡령, 배임",0
가석방의 취소는 어떤 행위를 하면 성립하나요?,"자수, 자복",0
피해자가 원하지 않아도 가석방의 취소로 처벌되나요?,가석방의 취소,1
피해자가 원하지 않아도 가석방의 취소로 처벌되나요?,위조유가증권 등의 행사 등,0
피해자가 원하지 않아도 가석방의 취소로 처벌되나요?,"음모, 예비",0
가석방의 취소에 해당하는 구체적인 예시가 있을까요?,가석방의 취소,1
가석방의 취소에 해당하는 구체적인 예시가 있을까요?,구류,0
가석방의 취소에 해당하는 구체적인 예시가 있을까요?,일반건조물 등에의 일수,0
가석방의 효과가 적용되는 조건은 무엇인가요?,가석방의 효과,1
가석방의 효과가 적용되는 조건은 무엇인가요?,복표의 발매 등,0
가석방의 효과가 적용되는 조건은 무엇인가요?,통화의 위조 등,0
가석방의 효과에 해당하는 구체적인 예시가 있을까요?,가석방의 효과,1
가석방의 효과에 해당하는 구체적인 예시가 있을까요?,집행유예의 실효,0
가석방의 효과에 해당하는 구체적인 예시가 있을까요?,"점유강취, 준점유강취",0
가석방의 효과가 성립하지 않는 경우도 있나요?,가석방의 효과,1
가석방의 효과가 성립하지 않는 경우도 있나요?,통화의 위조 등,0
가석방의 효과가 성립하지 않는 경우도 있나요?,"업무상과실, 중과실",0
피해자가 원하지 않아도 형의 시효의 효과로 처벌되나요?,형의 시효의 효과,1
피해자가 원하지 않아도 형의 시효의 효과로 처벌되나요?,교통방해치사상,0
피해자가 원하지 않아도 형의 시효의 효과로 처벌되나요?,특수손괴,0
형의 시효의 효과는 어떤 행위를 하면 성립하나요?,형의 시효의 효과,1
형의 시효의 효과는 어떤 행위를 하면 성립하나요?,공무원의 직무상 범죄에 대한 형의 가중,0
형의 시효의 효과는 어떤 행위를 하면 성립하나요?,비밀침해,0
형의 시효의 효과에 해당하는 구체적인 예시가 있을까요?,형의 시효의 효과,1
형의 시효의 효과에 해당하는 구체적인 예시가 있을까요?,방수방해,0
형의 시효의 효과에 해당하는 구체적인 예시가 있을까요?,상해치사,0
형의 시효의 기간는 어떤 행위를 하면 성립하나요?,형의 시효의 기간,1
형의 시효의 기간는 어떤 행위를 하면 성립하나요?,해상강도,0
형의 시효의 기간는 어떤 행위를 하면 성립하나요?,위조통화의 취득,0
형의 시효의 기간에 대한 처벌 수위는 어떻게 되나요?,형의 시효의 기간,1
형의 시효의 기간에 대한 처벌 수위는 어떻게 되나요?,가석방의 실효,0
형의 시효의 기간에 대한 처벌 수위는 어떻게 되나요?,상해치사,0
형의 시효의 기간에 해당하는 구체적인 예시가 있을까요?,형의 시효의 기간,1
형의 시효의 기간에 해당하는 구체적인 예시가 있을까요?,외국사절에 대한 폭행 등,0
형의 시효의 기간에 해당하는 구체적인 예시가 있을까요?,"자백, 자수",0
형의 시효의 정지가 적용되는 조건은 무엇인가요?,형의 시효의 정지,1
형의 시효의 정지가 적용되는 조건은 무엇인가요?,위조사문서등의 행사,0
형의 시효의 정지가 적용되는 조건은 무엇인가요?,사문서의 부정행사,0
형의 시효의 정지에 대한 처벌 수위는 어떻게 되나요?,형의 시효의 정지,1
형의 시효의 정지에 대한 처벌 수위는 어떻게 되나요?,"횡령, 배임",0
형의 시효의 정지에 대한 처벌 수위는 어떻게 되나요?,유기등 치사상,0
형의 시효의 정지는 어떤 행위를 하면 성립하나요?,형의 시효의 정지,1
형의 시효의 정지는 어떤 행위를 하면 성립하나요?,변사체 검시 방해,0
형의 시효의 정지는 어떤 행위를 하면 성립하나요?,공무상비밀표시무효,0
형의 시효의 중단가 성립하지 않는 경우도 있나요?,형의 시효의 중단,1
형의 시효의 중단가 성립하지 않는 경우도 있나요?,음화반포등,0
형의 시효의 중단가 성립하지 않는 경우도 있나요?,국헌문란의 정의,0
형의 시효의 중단에 대해 설명해 주세요.,형의 시효의 중단,1
형의 시효의 중단에 대해 설명해 주세요.,내란,0
형의 시효의 중단에 대해 설명해 주세요.,벌금과 과료,0
형의 시효의 중단가 적용되는 조건은 무엇인가요?,형의 시효의 중단,1
형의 시효의 중단가 적용되는 조건은 무엇인가요?,석방일,0
형의 시효의 중단가 적용되는 조건은 무엇인가요?,기차 등의 전복 등,0
피해자가 원하지 않아도 형의 실효로 처벌되나요?,형의 실효,1
피해자가 원하지 않아도 형의 실효로 처벌되나요?,"살인, 존속살해",0
피해자가 원하지 않아도 형의 실효로 처벌되나요?,세관 공무원의 아편 등의 수입,0
형의 실효가 적용되는 조건은 무엇인가요?,형의 실효,1
형의 실효가 적용되는 조건은 무엇인가요?,징역 또는 금고의 기간,0
형의 실효가 적용되는 조건은 무엇인가요?,"경매, 입찰의 방해",0
형의 실효는 어떤 행위를 하면 성립하나요?,형의 실효,1
형의 실효는 어떤 행위를 하면 성립하나요?,일반이적,0
형의 실효는 어떤 행위를 하면 성립하나요?,공문서등의 위조ㆍ변조,0
복권가 성립하지 않는 경우도 있나요?,복권,1
복권가 성립하지 않는 경우도 있나요?,"준강간, 준강제추행",0
복권가 성립하지 않는 경우도 있나요?,일반건조물 등에의 일수,0
복권는 실수로 해도 처벌되나요?,복권,1
복권는 실수로 해도 처벌되나요?,"촉탁, 승낙에 의한 살인 등",0
복권는 실수로 해도 처벌되나요?,"약취, 유인, 매매, 이송 등 살인ㆍ치사",0
복권에 대해 설명해 주세요.,복권,1
복권에 대해 설명해 주세요.,강제추행,0
복권에 대해 설명해 주세요.,내란목적의 살인,0
기간의 계산에 해당하는 구체적인 예시가 있을까요?,기간의 계산,1
기간의 계산에 해당하는 구체적인 예시가 있을까요?,"촉탁, 승낙에 의한 살인 등",0
기간의 계산에 해당하는 구체적인 예시가 있을까요?,"수뢰후부정처사, 사후수뢰",0
기간의 계산에 대해 설명해 주세요.,기간의 계산,1
기간의 계산에 대해 설명해 주세요.,아동혹사,0
기간의 계산에 대해 설명해 주세요.,판결선고후의 누범발각,0
기간의 계산에 대한 처벌 수위는 어떻게 되나요?,기간의 계산,1
기간의 계산에 대한 처벌 수위는 어떻게 되나요?,중지범,0
기간의 계산에 대한 처벌 수위는 어떻게 되나요?,체포ㆍ감금등의 치사상,0
피해자가 원하지 않아도 형기의 기산로 처벌되나요?,형기의 기산,1
피해자가 원하지 않아도 형기의 기산로 처벌되나요?,업무방해,0
피해자가 원하지 않아도 형기의 기산로 처벌되나요?,"허위의 감정, 통역, 번역",0
형기의 기산는 실수로 해도 처벌되나요?,형기의 기산,1
형기의 기산는 실수로 해도 처벌되나요?,"횡령, 배임",0
형기의 기산는 실수로 해도 처벌되나요?,형사미성년자,0
형기의 기산가 성립하지 않는 경우도 있나요?,형기의 기산,1
형기의 기산가 성립하지 않는 경우도 있나요?,무고,0
형기의 기산가 성립하지 않는 경우도 있나요?,동시범,0
형의 집행과 시효기간의 초일에 해당하는 구체적인 예시가 있을까요?,형의 집행과 시효기간의 초일,1
형의 집행과 시효기간의 초일에 해당하는 구체적인 예시가 있을까요?,국헌문란의 정의,0
형의 집행과 시효기간의 초일에 해당하는 구체적인 예시가 있을까요?,가중ㆍ감경의 순서,0
형의 집행과 시효기간의 초일는 어떤 행위를 하면 성립하나요?,형의 집행과 시효기간의 초일,1
형의 집행과 시효기간의 초일는 어떤 행위를 하면 성립하나요?,아편 등의 제조 등,0
형의 집행과 시효기간의 초일는 어떤 행위를 하면 성립하나요?,형기의 기산,0
형의 집행과 시효기간의 초일에 대한 처벌 수위는 어떻게 되나요?,형의 집행과 시효기간의 초일,1
형의 집행과 시효기간의 초일에 대한 처벌 수위는 어떻게 되나요?,강제집행면탈,0
형의 집행과 시효기간의 초일에 대한 처벌 수위는 어떻게 되나요?,"의사 등의 낙태, 부동의낙태",0
석방일에 해당하는 구체적인 예시가 있을까요?,석방일,1
석방일에 해당하는 구체적인 예시가 있을까요?,"주거침입, 퇴거불응",0
석방일에 해당하는 구체적인 예시가 있을까요?,중손괴,0
석방일에 대해 설명해 주세요.,석방일,1
석방일에 대해 설명해 주세요.,다중불해산,0
석방일에 대해 설명해 주세요.,복표의 발매 등,0
석방일는 실수로 해도 처벌되나요?,석방일,1
석방일는 실수로 해도 처벌되나요?,판결선고 전 구금과 가석방,0
석방일는 실수로 해도 처벌되나요?,구류,0
내란는 실수로 해도 처벌되나요?,내란,1
내란는 실수로 해도 처벌되나요?,형의 실효,0
내란는 실수로 해도 처벌되나요?,자격정지의 병과,0
내란는 어떤 행위를 하면 성립하나요?,내란,1
내란는 어떤 행위를 하면 성립하나요?,"자수, 자복",0
내란는 어떤 행위를 하면 성립하나요?,모병이적,0
내란에 대해 설명해 주세요.,내란,1
내란에 대해 설명해 주세요.,폭행치사상,0
내란에 대해 설명해 주세요.,과실치상,0
내란목적의 살인는 어떤 행위를 하면 성립하나요?,내란목적의 살인,1
내란목적의 살인는 어떤 행위를 하면 성립하나요?,공정증서원본 등의 부실기재,0
내란목적의 살인는 어떤 행위를 하면 성립하나요?,명예훼손,0
내란목적의 살인에 대해 설명해 주세요.,내란목적의 살인,1
내란목적의 살인에 대해 설명해 주세요.,가스ㆍ전기등 공급방해,0
내란목적의 살인에 대해 설명해 주세요.,형의 시효의 정지,0
내란목적의 살인가 성립하지 않는 경우도 있나요?,내란목적의 살인,1
내란목적의 살인가 성립하지 않는 경우도 있나요?,형의 시효의 효과,0
내란목적의 살인가 성립하지 않는 경우도 있나요?,방수방해,0
미수범는 실수로 해도 처벌되나요?,미수범,1
미수범는 실수로 해도 처벌되나요?,사자의 명예훼손,0
미수범는 실수로 해도 처벌되나요?,"장물의 취득, 알선 등",0
"예비, 음모, 선동, 선전는 실수로 해도 처벌되나요?","예비, 음모, 선동, 선전",1
"예비, 음모, 선동, 선전는 실수로 해도 처벌되나요?",내국인의 국외범,0
"예비, 음모, 선동, 선전는 실수로 해도 처벌되나요?",외국인의 국외범,0
"예비, 음모, 선동, 선전에 대해 설명해 주세요.","예비, 음모, 선동, 선전",1
"예비, 음모, 선동, 선전에 대해 설명해 주세요.","자백, 자수",0
"예비, 음모, 선동, 선전에 대해 설명해 주세요.",뇌물공여 등,0
"예비, 음모, 선동, 선전가 적용되는 조건은 무엇인가요?","예비, 음모, 선동, 선전",1
"예비, 음모, 선동, 선전가 적용되는 조건은 무엇인가요?",배임수증재,0
"예비, 음모, 선동, 선전가 적용되는 조건은 무엇인가요?","공인 등의 위조, 부정사용",0
국헌문란의 정의에 해당하는 구체적인 예시가 있을까요?,국헌문란의 정의,1
국헌문란의 정의에 해당하는 구체적인 예시가 있을까요?,타인의 권리대상이 된 자기의 물건,0
국헌문란의 정의에 해당하는 구체적인 예시가 있을까요?,인지ㆍ우표유사물의 제조 등,0
국헌문란의 정의는 실수로 해도 처벌되나요?,국헌문란의 정의,1
국헌문란의 정의는 실수로 해도 처벌되나요?,과실,0
국헌문란의 정의는 실수로 해도 처벌되나요?,"예비, 음모",0
국헌문란의 정의가 성립하지 않는 경우도 있나요?,국헌문란의 정의,1
국헌문란의 정의가 성립하지 않는 경우도 있나요?,자격정지 또는 벌금의 병과,0
국헌문란의 정의가 성립하지 않는 경우도 있나요?,미성년자 등에 대한 간음,0
외환유치가 성립하지 않는 경우도 있나요?,외환유치,1
외환유치가 성립하지 않는 경우도 있나요?,기간의 계산,0
외환유치가 성립하지 않는 경우도 있나요?,"국기, 국장의 비방",0
외환유치는 어떤 행위를 하면 성립하나요?,외환유치,1
외환유치는 어떤 행위를 하면 성립하나요?,출판물 등에 의한 명예훼손,0
외환유치는 어떤 행위를 하면 성립하나요?,"수뢰후부정처사, 사후수뢰",0
외환유치가 적용되는 조건은 무엇인가요?,외환유치,1
외환유치가 적용되는 조건은 무엇인가요?,친족간의 범행과 고소,0
외환유치가 적용되는 조건은 무엇인가요?,수도불통,0
여적에 해당하는 구체적인 예시가 있을까요?,여적,1
여적에 해당하는 구체적인 예시가 있을까요?,"공인 등의 위조, 부정사용",0
여적에 해당하는 구체적인 예시가 있을까요?,절도,0
여적가 적용되는 조건은 무엇인가요?,여적,1
여적가 적용되는 조건은 무엇인가요?,강간 등 상해ㆍ치상,0
여적가 적용되는 조건은 무엇인가요?,공동정범,0
여적에 대해 설명해 주세요.,여적,1
여적에 대해 설명해 주세요.,중권리행사방해,0
여적에 대해 설명해 주세요.,"간접정범, 특수한 교사, 방조에 대한 형의 가중",0
모병이적가 성립하지 않는 경우도 있나요?,모병이적,1
모병이적가 성립하지 않는 경우도 있나요?,사자의 명예훼손,0
모병이적가 성립하지 않는 경우도 있나요?,선고유예의 요건,0
모병이적에 대해 설명해 주세요.,모병이적,1
모병이적에 대해 설명해 주세요.,청각 및 언어 장애인,0
모병이적에 대해 설명해 주세요.,배임수증재,0
모병이적에 대한 처벌 수위는 어떻게 되나요?,모병이적,1
모병이적에 대한 처벌 수위는 어떻게 되나요?,공무원자격의 사칭,0
모병이적에 대한 처벌 수위는 어떻게 되나요?,"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",0
시설제공이적는 어떤 행위를 하면 성립하나요?,시설제공이적,1
시설제공이적는 어떤 행위를 하면 성립하나요?,특수손괴,0
시설제공이적는 어떤 행위를 하면 성립하나요?,일반건조물 등 방화,0
시설제공이적에 해당하는 구체적인 예시가 있을까요?,시설제공이적,1
시설제공이적에 해당하는 구체적인 예시가 있을까요?,위조사문서등의 행사,0
시설제공이적에 해당하는 구체적인 예시가 있을까요?,범죄단체 등의 조직,0
시설제공이적가 성립하지 않는 경우도 있나요?,시설제공이적,1
시설제공이적가 성립하지 않는 경우도 있나요?,"기차, 선박 등의 교통방해",0
시설제공이적가 성립하지 않는 경우도 있나요?,"점유강취, 준점유강취",0
시설파괴이적가 성립하지 않는 경우도 있나요?,시설파괴이적,1
시설파괴이적가 성립하지 않는 경우도 있나요?,일반물건 방화,0
시설파괴이적가 성립하지 않는 경우도 있나요?,몰수의 부가성,0
시설파괴이적는 실수로 해도 처벌되나요?,시설파괴이적,1
시설파괴이적는 실수로 해도 처벌되나요?,과료,0
시설파괴이적는 실수로 해도 처벌되나요?,공범과 신분,0
시설파괴이적에 대한 처벌 수위는 어떻게 되나요?,시설파괴이적,1
시설파괴이적에 대한 처벌 수위는 어떻게 되나요?,인권옹호직무방해,0
시설파괴이적에 대한 처벌 수위는 어떻게 되나요?,동시범,0
물건제공이적가 적용되는 조건은 무엇인가요?,물건제공이적,1
물건제공이적가 적용되는 조건은 무엇인가요?,허위공문서작성등,0
물건제공이적가 적용되는 조건은 무엇인가요?,강도,0
물건제공이적에 대해 설명해 주세요.,물건제공이적,1
물건제공이적에 대해 설명해 주세요.,자격모용에 의한 유가증권의 작성,0
물건제공이적에 대해 설명해 주세요.,주거ㆍ신체 수색,0
물건제공이적는 어떤 행위를 하면 성립하나요?,물건제공이적,1
물건제공이적는 어떤 행위를 하면 성립하나요?,"폭행, 존속폭행",0
물건제공이적는 어떤 행위를 하면 성립하나요?,인지ㆍ우표의 위조등,0
간첩에 해당하는 구체적인 예시가 있을까요?,간첩,1
간첩에 해당하는 구체적인 예시가 있을까요?,양형의 조건,0
간첩에 해당하는 구체적인 예시가 있을까요?,"기차, 선박 등의 교통방해",0
간첩가 적용되는 조건은 무엇인가요?,간첩,1
간첩가 적용되는 조건은 무엇인가요?,가석방의 취소,0
간첩가 적용되는 조건은 무엇인가요?,폭행치사상,0
피해자가 원하지 않아도 간첩로 처벌되나요?,간첩,1
피해자가 원하지 않아도 간첩로 처벌되나요?,정당방위,0
피해자가 원하지 않아도 간첩로 처벌되나요?,"국기, 국장의 모독",0
일반이적에 대한 처벌 수위는 어떻게 되나요?,일반이적,1
일반이적에 대한 처벌 수위는 어떻게 되나요?,공무상비밀표시무효,0
일반이적에 대한 처벌 수위는 어떻게 되나요?,"약취, 유인, 매매, 이송된 사람의 수수ㆍ은닉 등",0
피해자가 원하지 않아도 일반이적로 처벌되나요?,일반이적,1
피해자가 원하지 않아도 일반이적로 처벌되나요?,몰수의 부가성,0
피해자가 원하지 않아도 일반이적로 처벌되나요?,"업무상실화, 중실화",0
일반이적에 해당하는 구체적인 예시가 있을까요?,일반이적,1
일반이적에 해당하는 구체적인 예시가 있을까요?,선택형과 정상참작감경,0
일반이적에 해당하는 구체적인 예시가 있을까요?,범죄의 성립과 처벌,0
미수범에 대한 처벌 수위는 어떻게 되나요?,미수범,1
미수범에 대한 처벌 수위는 어떻게 되나요?,특수협박,0
미수범에 대한 처벌 수위는 어떻게 되나요?,상습범,0
"예비, 음모, 선동, 선전는 어떤 행위를 하면 성립하나요?","예비, 음모, 선동, 선전",1
"예비, 음모, 선동, 선전는 어떤 행위를 하면 성립하나요?",모병이적,0
"예비, 음모, 선동, 선전는 어떤 행위를 하면 성립하나요?",아편 등의 소지,0
피해자가 원하지 않아도 준적국로 처벌되나요?,준적국,1
피해자가 원하지 않아도 준적국로 처벌되나요?,벌금의 병과,0
피해자가 원하지 않아도 준적국로 처벌되나요?,공문서 등의 부정행사,0
준적국에 해당하는 구체적인 예시가 있을까요?,준적국,1
준적국에 해당하는 구체적인 예시가 있을까요?,인지ㆍ우표의 위조등,0
준적국에 해당하는 구체적인 예시가 있을까요?,인과관계,0
준적국에 대한 처벌 수위는 어떻게 되나요?,준적국,1
준적국에 대한 처벌 수위는 어떻게 되나요?,자격정지,0
준적국에 대한 처벌 수위는 어떻게 되나요?,사실의 착오,0
전시군수계약불이행가 성립하지 않는 경우도 있나요?,전시군수계약불이행,1
전시군수계약불이행가 성립하지 않는 경우도 있나요?,"위증, 모해위증",0
전시군수계약불이행가 성립하지 않는 경우도 있나요?,현주건조물등에의 일수,0
전시군수계약불이행가 적용되는 조건은 무엇인가요?,전시군수계약불이행,1
전시군수계약불이행가 적용되는 조건은 무엇인가요?,인지ㆍ우표의 위조등,0
전시군수계약불이행가 적용되는 조건은 무엇인가요?,과실일수,0
피해자가 원하지 않아도 전시군수계약불이행로 처벌되나요?,전시군수계약불이행,1
피해자가 원하지 않아도 전시군수계약불이행로 처벌되나요?,외국사절에 대한 폭행 등,0
피해자가 원하지 않아도 전시군수계약불이행로 처벌되나요?,동력,0
동맹국는 어떤 행위를 하면 성립하나요?,동맹국,1
동맹국는 어떤 행위를 하면 성립하나요?,범죄단체 등의 조직,0
동맹국는 어떤 행위를 하면 성립하나요?,부당이득,0
동맹국에 해당하는 구체적인 예시가 있을까요?,동맹국,1
동맹국에 해당하는 구체적인 예시가 있을까요?,유가증권의 위조 등,0
동맹국에 해당하는 구체적인 예시가 있을까요?,긴급피난,0
동맹국에 대한 처벌 수위는 어떻게 되나요?,동맹국,1
동맹국에 대한 처벌 수위는 어떻게 되나요?,전시공수계약불이행,0
동맹국에 대한 처벌 수위는 어떻게 되나요?,벌금의 병과,0
"국기, 국장의 모독에 대해 설명해 주세요.","국기, 국장의 모독",1
"국기, 국장의 모독에 대해 설명해 주세요.",집행유예의 실효,0
"국기, 국장의 모독에 대해 설명해 주세요.","공인 등의 위조, 부정사용",0
"피해자가 원하지 않아도 국기, 국장의 모독로 처벌되나요?","국기, 국장의 모독",1
"피해자가 원하지 않아도 국기, 국장의 모독로 처벌되나요?","점유강취, 준점유강취",0
"피해자가 원하지 않아도 국기, 국장의 모독로 처벌되나요?","예비, 음모, 선동",0
